Dashboard,1.8443541526794434
Customers,1.074263095855713
Search for Customers,1.8536758422851562
Create Customer Profile,1.89510178565979
Import Customers,1.6905159950256348
Export Customers,2.7878079414367676
Export Customer Emails,1.3297250270843506
Edit/Create Membership Levels,0.6501429080963135
Customer Notes,1.384803056716919
Administrators,1.064166784286499
Search for Admins,1.438194751739502
Create Admin Profile,1.4277961254119873
Access Control,1.3538589477539062
Edit/Create Membership Levels,0.347332239151001
Drivers,1.059553861618042
Search for Drivers,1.4209918975830078
Create Driver Profile,1.4198150634765625
Edit/Create Membership Levels,0.32908177375793457
Suppliers,1.0591280460357666
Search for Suppliers,1.5574898719787598
Create Supplier Profile,1.5202240943908691
Edit/Search Products,2.27050518989563
Add New Product,2.2440998554229736
Import products,2.038912057876587
Export products,1.3343698978424072
Product Categories,1.4479889869689941
Extra fields,1.679142951965332
Warehouse Locations,1.4100849628448486
Change/Assign Routes,1.3609199523925781
Create/Edit Routes,2.091094970703125
GPS Import/Export,1.36220383644104
Organize Route Stops,1.5078449249267578
Pickup Locations,2.1313600540161133
Organize Pickup Locations,1.340757131576538
Manage KML File,1.5103380680084229
Display Route/KML Issues,1.336470127105713
Organize Load Sheet,1.4281551837921143
