Dashboard,1.8797240257263184
Customers,1.069727897644043
Search for Customers,1.999117136001587
Create Customer Profile,1.9737176895141602
Import Customers,1.7350208759307861
Export Customers,1.8721349239349365
Export Customer Emails,1.364058017730713
Edit/Create Membership Levels,0.4989311695098877
Customer Notes,1.5316531658172607
Administrators,1.0816991329193115
Search for Admins,1.576535940170288
Create Admin Profile,1.520704984664917
Access Control,1.3820972442626953
Edit/Create Membership Levels,0.3986849784851074
Drivers,1.0893287658691406
Search for Drivers,1.614914894104004
Create Driver Profile,1.5134830474853516
Edit/Create Membership Levels,0.45235323905944824
Suppliers,1.088817834854126
Search for Suppliers,1.8949871063232422
Create Supplier Profile,1.5690581798553467
Edit/Search Products,2.429572820663452
Add New Product,2.318779945373535
Import products,2.235445022583008
Export products,1.4195752143859863
Product Categories,1.5109889507293701
Extra fields,1.5025200843811035
Warehouse Locations,1.405569076538086
Localness Icons,1.4562759399414062
Change/Assign Routes,1.4242708683013916
Create/Edit Routes,5.0249059200286865
GPS Import/Export,1.4559249877929688
Organize Route Stops,1.53871488571167
Pickup Locations,3.5562219619750977
Organize Pickup Locations,1.4848039150238037
Manage KML File,1.544032096862793
Display Route/KML Issues,1.3782908916473389
Organize Load Sheet,1.4901602268218994
Print Route Sheets,1.6740901470184326
Print Route Sheets - Export to Excel,1.5246400833129883
Print Bag Labels,1.5560078620910645
Print Bag Labels - Export to Excel,1.673478364944458
Show Invalid Addresses,1.3989670276641846
Billing,1.071235179901123
Paper/Email Billing,1.4570348262786865
Electronic Billing,1.5771231651306152
Mass Update Payments,1.4716920852661133
Mass Deposit Returns/Charges,1.4223780632019043
Global Invoice Notes,1.5449540615081787
View GC Purchase Log,1.4272208213806152
Sales Reporting,1.089707851409912
Top Customers,0.43193817138671875
Top Customers - Export to Excel,1.0680978298187256
Countdown Sales Report,1.500910997390747
Countdown Sales Report - Export to Excel,1.168900966644287
Cross-Selling Report,1.4269671440124512
Cross-Selling Report - Export to Excel,1.0699772834777832
Discount Coupon Report,1.394442081451416
Discount Coupon Report - Export to Excel,1.0768370628356934
Manage Cross-Selling,1.3758430480957031
Manage Cross-Selling - Export to Excel,1.0664312839508057
Ordered Products Reports,1.6679160594940186
Net Read time out forOrdered Products Reports - Export to Excel,ERROR
Overall Sales,1.882148027420044
Overall Sales - Export to Excel,1.3091850280761719
Sales By Route,1.686877965927124
Sales By Route - Export to Excel,1.2814180850982666
Financials Reporting,1.0781042575836182
Average Order Report,1.4430210590362549
Average Order Report - Export to Excel,1.0908021926879883
Credits Report,1.4188117980957031
Credits Report - Export to Excel,1.0815849304199219
Effective Margin Report,1.417414903640747
Effective Margin Report - Export to Excel,2.957779884338379
Financials Export,1.4534170627593994
Financials Export - Export to Excel,1.1813859939575195
No Payment Customers,31.77075505256653
No Payment Customers - Export to Excel,33.860499143600464
Payments On Review,1.5135488510131836
Payments On Review - Export to Excel,1.2078657150268555
Payments Posted Report,1.441929817199707
Payments Posted Report - Export to Excel,1.2488529682159424
Profit Report,1.6556801795959473
Profit Report - Export to Excel,1.3436708450317383
Recent Payments Report,1.4068338871002197
Recent Payments Report - Export to Excel,2.627347946166992
Taxes Report,1.6338989734649658
Taxes Report - Export to Excel,1.1844890117645264
Product Reporting,1.067781925201416
Bagged Items Report,1.6092619895935059
Bagged Items Report - Export to Excel,1.412642002105713
Customized Products,1.4443120956420898
Customized Products - Export to Excel,1.1753489971160889
Forecast,1.5768887996673584
Inventory,2.4498770236968994
Inventory - Export to Excel,2.5603411197662354
Product Reporting,1.0985469818115234
Load Sheet Report,1.448267936706543
Load Sheet Report - Export to Excel,1.0677037239074707
Out Of Stock Report,1.4645099639892578
Out Of Stock Report - Export to Excel,1.0680501461029053
Customer Reporting,1.0666701793670654
Top Customers,0.3775198459625244
Top Customers - Export to Excel,1.0752170085906982
Customer Reporting,1.1575560569763184
Customer Count Report,1.369832992553711
Customer Count Report - Export to Excel,1.473823070526123
Deposit Report,1.4131910800933838
Deposit Report - Export to Excel,1.2234148979187012
Followup Report,1.4924540519714355
Followup Report - Export to Excel,1.0617589950561523
Friend Referral Report,1.4422860145568848
Friend Referral Report - Export to Excel,1.1797621250152588
Minimum Order Report,1.4177889823913574
Minimum Order Report - Export to Excel,1.0609650611877441
Negative Balances,1.777306079864502
Negative Balances - Export to Excel,1.5327181816101074
Dashboard,1.88584303855896
Customers,1.0724778175354004
Search for Customers,2.0581440925598145
Create Customer Profile,1.9374589920043945
Import Customers,1.717803955078125
Export Customers,1.8484201431274414
Export Customer Emails,1.3421611785888672
Edit/Create Membership Levels,0.5382649898529053
Customer Notes,1.486401081085205
Administrators,1.0772528648376465
Search for Admins,1.5293941497802734
Create Admin Profile,1.4920740127563477
Access Control,1.3556768894195557
Edit/Create Membership Levels,0.3746328353881836
Drivers,1.0742063522338867
Search for Drivers,1.5117859840393066
Create Driver Profile,1.458688735961914
Edit/Create Membership Levels,0.3871140480041504
Suppliers,1.0873210430145264
Search for Suppliers,1.855654001235962
Create Supplier Profile,1.516808032989502
Edit/Search Products,2.388918876647949
Add New Product,2.1408708095550537
Import products,2.060321807861328
Export products,1.351423978805542
Product Categories,1.5208890438079834
Extra fields,1.460221290588379
Warehouse Locations,1.3885197639465332
Localness Icons,1.441213846206665
Change/Assign Routes,1.3985459804534912
Create/Edit Routes,4.757686138153076
GPS Import/Export,1.4396960735321045
Organize Route Stops,1.526561975479126
Pickup Locations,2.985765218734741
Organize Pickup Locations,1.4106669425964355
Manage KML File,1.518660068511963
Display Route/KML Issues,1.3667237758636475
