Dashboard,2.0321547985076904,[#<Selenium::WebDriver::LogEntry:0x00007fc64c579aa8 @level="WARNING", @timestamp=1614046720983, @message="https://shop.4pfoods.com/admin/login 7 The key \"touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007fc64c579a30 @level="WARNING", @timestamp=1614046720983, @message="https://shop.4pfoods.com/admin/login 7 The key \"-ms-touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007fc64c579a08 @level="WARNING", @timestamp=1614046727802, @message="https://shop.4pfoods.com/admin/home.php 7 The key \"touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007fc64c5799e0 @level="WARNING", @timestamp=1614046727802, @message="https://shop.4pfoods.com/admin/home.php 7 The key \"-ms-touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007fc64c579990 @level="WARNING", @timestamp=1614046735101, @message="https://shop.4pfoods.com/admin/home.php 7 The key \"touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007fc64c579968 @level="WARNING", @timestamp=1614046735101, @message="https://shop.4pfoods.com/admin/home.php 7 The key \"-ms-touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007fc64c579940 @level="WARNING", @timestamp=1614046736721, @message="https://canny.io/sdk.js 0:18196 \"Canny: Skipping identify request because an identical request was made in the past 30 seconds\"">]
Customers,1.071706771850586,[]
Search for Customers,2.222574234008789,[#<Selenium::WebDriver::LogEntry:0x00007fc64c6a1570 @level="WARNING", @timestamp=1614046756497, @message="https://shop.4pfoods.com/admin/users.php?mode=search&usertype=C&refresh=1&sort=last_login&sort_direction=1 14 The key \"touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007fc64c6a1548 @level="WARNING", @timestamp=1614046756497, @message="https://shop.4pfoods.com/admin/users.php?mode=search&usertype=C&refresh=1&sort=last_login&sort_direction=1 14 The key \"-ms-touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007fc64c6a1520 @level="WARNING", @timestamp=1614046757104, @message="https://shop.4pfoods.com/admin/users.php?mode=search&usertype=C&refresh=1&sort=last_login&sort_direction=1 - [DOM] Found 2 elements with non-unique id #frm-users-search: (More info: https://goo.gl/9p2vKq) %o %o">, #<Selenium::WebDriver::LogEntry:0x00007fc64c6a14f8 @level="WARNING", @timestamp=1614046757104, @message="https://shop.4pfoods.com/admin/users.php?mode=search&usertype=C&refresh=1&sort=last_login&sort_direction=1 - [DOM] Found 2 elements with non-unique id #posted_data[orders_count_type]: (More info: https://goo.gl/9p2vKq) %o %o">, #<Selenium::WebDriver::LogEntry:0x00007fc64c6a1430 @level="WARNING", @timestamp=1614046758184, @message="https://canny.io/sdk.js 0:18196 \"Canny: Skipping identify request because an identical request was made in the past 30 seconds\"">]
Create Customer Profile,2.2858481407165527,[#<Selenium::WebDriver::LogEntry:0x00007fc64c6fccb8 @level="WARNING", @timestamp=1614046768532, @message="https://shop.4pfoods.com/admin/user_add.php?usertype=C 7 The key \"touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007fc64c6fcc90 @level="WARNING", @timestamp=1614046768533, @message="https://shop.4pfoods.com/admin/user_add.php?usertype=C 7 The key \"-ms-touch-action:\" is not recognized and ignored.">]
Import Customers,1.7929539680480957,[#<Selenium::WebDriver::LogEntry:0x00007fc64c754e18 @level="WARNING", @timestamp=1614046780869, @message="https://shop.4pfoods.com/admin/customers_import.php 7 The key \"touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007fc64c754df0 @level="WARNING", @timestamp=1614046780870, @message="https://shop.4pfoods.com/admin/customers_import.php 7 The key \"-ms-touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007fc64c754dc8 @level="WARNING", @timestamp=1614046782370, @message="https://canny.io/sdk.js 0:18196 \"Canny: Skipping identify request because an identical request was made in the past 30 seconds\"">]
Export Customers,1.833000898361206,[#<Selenium::WebDriver::LogEntry:0x00007fc61b120780 @level="WARNING", @timestamp=1614046792715, @message="https://shop.4pfoods.com/admin/router.php?r=export-users#/export-users 7 The key \"touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007fc61b120758 @level="WARNING", @timestamp=1614046792715, @message="https://shop.4pfoods.com/admin/router.php?r=export-users#/export-users 7 The key \"-ms-touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007fc61b120730 @level="WARNING", @timestamp=1614046794266, @message="https://canny.io/sdk.js 0:18196 \"Canny: Skipping identify request because an identical request was made in the past 30 seconds\"">]
Export Customer Emails,1.4123609066009521,[#<Selenium::WebDriver::LogEntry:0x00007fc64b10d830 @level="WARNING", @timestamp=1614046804606, @message="https://shop.4pfoods.com/admin/export_users_emails.php 7 The key \"touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007fc64b10d808 @level="WARNING", @timestamp=1614046804606, @message="https://shop.4pfoods.com/admin/export_users_emails.php 7 The key \"-ms-touch-action:\" is not recognized and ignored.">]
Edit/Create Membership Levels,0.5799281597137451,[#<Selenium::WebDriver::LogEntry:0x00007fc61b0a3000 @level="WARNING", @timestamp=1614046816114, @message="https://shop.4pfoods.com/admin/memberships.php?usertype=C 7 The key \"touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007fc61b0a2ee8 @level="WARNING", @timestamp=1614046816114, @message="https://shop.4pfoods.com/admin/memberships.php?usertype=C 7 The key \"-ms-touch-action:\" is not recognized and ignored.">]
Customer Notes,1.6849370002746582,[#<Selenium::WebDriver::LogEntry:0x00007fc64b98bf48 @level="WARNING", @timestamp=1614046817400, @message="https://canny.io/sdk.js 0:18196 \"Canny: Skipping identify request because an identical request was made in the past 30 seconds\"">, #<Selenium::WebDriver::LogEntry:0x00007fc64b98bf20 @level="WARNING", @timestamp=1614046826995, @message="https://shop.4pfoods.com/admin/customer_notes.php 7 The key \"touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007fc64b98bef8 @level="WARNING", @timestamp=1614046826996, @message="https://shop.4pfoods.com/admin/customer_notes.php 7 The key \"-ms-touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007fc64b98bed0 @level="WARNING", @timestamp=1614046828161, @message="https://canny.io/sdk.js 0:18196 \"Canny: Skipping identify request because an identical request was made in the past 30 seconds\"">]
Administrators,1.0719830989837646,[]
Search for Admins,1.603790044784546,[#<Selenium::WebDriver::LogEntry:0x00007fc64c640c70 @level="WARNING", @timestamp=1614046847699, @message="https://shop.4pfoods.com/admin/users.php?mode=search&usertype=P&refresh=1 7 The key \"touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007fc64c640c48 @level="WARNING", @timestamp=1614046847699, @message="https://shop.4pfoods.com/admin/users.php?mode=search&usertype=P&refresh=1 7 The key \"-ms-touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007fc64c640c20 @level="WARNING", @timestamp=1614046847914, @message="https://shop.4pfoods.com/admin/users.php?mode=search&usertype=P&refresh=1 - [DOM] Found 2 elements with non-unique id #frm-users-search: (More info: https://goo.gl/9p2vKq) %o %o">]
Create Admin Profile,1.6611287593841553,[#<Selenium::WebDriver::LogEntry:0x00007fc61c0949c8 @level="WARNING", @timestamp=1614046859319, @message="https://shop.4pfoods.com/admin/user_add.php?usertype=P 7 The key \"touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007fc61c0949a0 @level="WARNING", @timestamp=1614046859319, @message="https://shop.4pfoods.com/admin/user_add.php?usertype=P 7 The key \"-ms-touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007fc61c094978 @level="WARNING", @timestamp=1614046860680, @message="https://canny.io/sdk.js 0:18196 \"Canny: Skipping identify request because an identical request was made in the past 30 seconds\"">]
Access Control,1.4348509311676025,[#<Selenium::WebDriver::LogEntry:0x00007fc64c72dca0 @level="WARNING", @timestamp=1614046871038, @message="https://shop.4pfoods.com/admin/access_control.php 7 The key \"touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007fc64c72dc78 @level="WARNING", @timestamp=1614046871038, @message="https://shop.4pfoods.com/admin/access_control.php 7 The key \"-ms-touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007fc64c72dc50 @level="WARNING", @timestamp=1614046872187, @message="https://canny.io/sdk.js 0:18196 \"Canny: Skipping identify request because an identical request was made in the past 30 seconds\"">]
Edit/Create Membership Levels,0.40834808349609375,[#<Selenium::WebDriver::LogEntry:0x00007fc61b10a9a8 @level="WARNING", @timestamp=1614046882533, @message="https://shop.4pfoods.com/admin/memberships.php?usertype=P 7 The key \"touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007fc61b10a980 @level="WARNING", @timestamp=1614046882533, @message="https://shop.4pfoods.com/admin/memberships.php?usertype=P 7 The key \"-ms-touch-action:\" is not recognized and ignored.">]
