Dashboard,2.1940500736236572,[#<Selenium::WebDriver::LogEntry:0x00007f8071dd44a8 @level="WARNING", @timestamp=1619112157853, @message="https://dundurnmarket.com/admin/login 7 The key \"touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007f8071dd4480 @level="WARNING", @timestamp=1619112157853, @message="https://dundurnmarket.com/admin/login 7 The key \"-ms-touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007f8071dd4458 @level="WARNING", @timestamp=1619112167742, @message="https://dundurnmarket.com/admin/home.php 7 The key \"touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007f8071dd4430 @level="WARNING", @timestamp=1619112167743, @message="https://dundurnmarket.com/admin/home.php 7 The key \"-ms-touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007f8071dd4408 @level="WARNING", @timestamp=1619112171437, @message="https://dundurnmarket.com/admin/home.php 7 The key \"touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007f8071dd43e0 @level="WARNING", @timestamp=1619112171437, @message="https://dundurnmarket.com/admin/home.php 7 The key \"-ms-touch-action:\" is not recognized and ignored.">]
Customers,1.0703811645507812,[]
Search for Customers,2.355356216430664,[#<Selenium::WebDriver::LogEntry:0x00007f8071934a38 @level="WARNING", @timestamp=1619112192902, @message="https://dundurnmarket.com/admin/users.php?mode=search&usertype=C&refresh=1&sort=last_login&sort_direction=1 14 The key \"touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007f80719344e8 @level="WARNING", @timestamp=1619112192902, @message="https://dundurnmarket.com/admin/users.php?mode=search&usertype=C&refresh=1&sort=last_login&sort_direction=1 14 The key \"-ms-touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007f8071934330 @level="WARNING", @timestamp=1619112193636, @message="https://dundurnmarket.com/admin/users.php?mode=search&usertype=C&refresh=1&sort=last_login&sort_direction=1 - [DOM] Found 2 elements with non-unique id #frm-users-search: (More info: https://goo.gl/9p2vKq) %o %o">, #<Selenium::WebDriver::LogEntry:0x00007f8071934088 @level="WARNING", @timestamp=1619112193636, @message="https://dundurnmarket.com/admin/users.php?mode=search&usertype=C&refresh=1&sort=last_login&sort_direction=1 - [DOM] Found 2 elements with non-unique id #posted_data[orders_count_type]: (More info: https://goo.gl/9p2vKq) %o %o">]
Create Customer Profile,3.321643114089966,[#<Selenium::WebDriver::LogEntry:0x00007f8071adfc20 @level="WARNING", @timestamp=1619112198478, @message="https://dundurnmarket.com/admin/user_add.php?usertype=C 7 The key \"touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007f8071adfb08 @level="WARNING", @timestamp=1619112198478, @message="https://dundurnmarket.com/admin/user_add.php?usertype=C 7 The key \"-ms-touch-action:\" is not recognized and ignored.">]
Import Customers,5.1744771003723145,[#<Selenium::WebDriver::LogEntry:0x00007f8071c36538 @level="WARNING", @timestamp=1619112204577, @message="https://dundurnmarket.com/admin/customers_import.php 7 The key \"touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007f8071c36498 @level="WARNING", @timestamp=1619112204577, @message="https://dundurnmarket.com/admin/customers_import.php 7 The key \"-ms-touch-action:\" is not recognized and ignored.">]
Export Customers,4.261123895645142,[#<Selenium::WebDriver::LogEntry:0x00007f80720ee260 @level="WARNING", @timestamp=1619112212732, @message="https://dundurnmarket.com/admin/router.php?r=export-users#/export-users 7 The key \"touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007f80720ee238 @level="WARNING", @timestamp=1619112212732, @message="https://dundurnmarket.com/admin/router.php?r=export-users#/export-users 7 The key \"-ms-touch-action:\" is not recognized and ignored.">]
Export Customer Emails,1.611414909362793,[#<Selenium::WebDriver::LogEntry:0x00007f807118abe8 @level="WARNING", @timestamp=1619112220044, @message="https://dundurnmarket.com/admin/export_users_emails.php 7 The key \"touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007f807118abc0 @level="WARNING", @timestamp=1619112220044, @message="https://dundurnmarket.com/admin/export_users_emails.php 7 The key \"-ms-touch-action:\" is not recognized and ignored.">]
Edit/Create Membership Levels,2.2111241817474365,[#<Selenium::WebDriver::LogEntry:0x00007f8075925188 @level="WARNING", @timestamp=1619112224773, @message="https://dundurnmarket.com/admin/memberships.php?usertype=C 7 The key \"touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007f8075925110 @level="WARNING", @timestamp=1619112224774, @message="https://dundurnmarket.com/admin/memberships.php?usertype=C 7 The key \"-ms-touch-action:\" is not recognized and ignored.">]
Customer Notes,1.8744819164276123,[#<Selenium::WebDriver::LogEntry:0x00007f8071cdf458 @level="WARNING", @timestamp=1619112230140, @message="https://dundurnmarket.com/admin/customer_notes.php 7 The key \"touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007f8071cdf430 @level="WARNING", @timestamp=1619112230141, @message="https://dundurnmarket.com/admin/customer_notes.php 7 The key \"-ms-touch-action:\" is not recognized and ignored.">]
Administrators,1.0823438167572021,[]
Search for Admins,1.781749963760376,[#<Selenium::WebDriver::LogEntry:0x00007f8071d49628 @level="WARNING", @timestamp=1619112239077, @message="https://dundurnmarket.com/admin/users.php?mode=search&usertype=P&refresh=1 7 The key \"touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007f8071d49600 @level="WARNING", @timestamp=1619112239077, @message="https://dundurnmarket.com/admin/users.php?mode=search&usertype=P&refresh=1 7 The key \"-ms-touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007f8071d495b0 @level="WARNING", @timestamp=1619112239270, @message="https://dundurnmarket.com/admin/users.php?mode=search&usertype=P&refresh=1 - [DOM] Found 2 elements with non-unique id #frm-users-search: (More info: https://goo.gl/9p2vKq) %o %o">]
Create Admin Profile,1.8724348545074463,[#<Selenium::WebDriver::LogEntry:0x00007f8075929030 @level="WARNING", @timestamp=1619112244007, @message="https://dundurnmarket.com/admin/user_add.php?usertype=P 7 The key \"touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007f8075929008 @level="WARNING", @timestamp=1619112244007, @message="https://dundurnmarket.com/admin/user_add.php?usertype=P 7 The key \"-ms-touch-action:\" is not recognized and ignored.">]
Access Control,1.5646247863769531,[#<Selenium::WebDriver::LogEntry:0x00007f805111d8d8 @level="WARNING", @timestamp=1619112248648, @message="https://dundurnmarket.com/admin/access_control.php 7 The key \"touch-action:\" is not recognized and ignored.">, #<Selenium::WebDriver::LogEntry:0x00007f805111d8b0 @level="WARNING", @timestamp=1619112248648, @message="https://dundurnmarket.com/admin/access_control.php 7 The key \"-ms-touch-action:\" is not recognized and ignored.">]
